id,address,area,room,bathroom,garage,amenities,price,condo
2514507001,"Alameda Campinas, 701 - Jardins, São Paulo - SP",93,2,3,2,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 8.000 /mês,R$ 1.300
2517437488,"Rua Leopoldo Couto Magalhães Júnior, 542 - Itaim Bibi, São Paulo - SP",47,1,1,--,"Piscina
Academia
Elevador
Condomínio fechado
Aceita animais",R$ 2.650 /mês,R$ 830
2514968475,"Rua Fidélis Papini, 786 - Vila Prudente, São Paulo - SP",80,2,2,1,"Academia
Churrasqueira
Jardim
Salão de festas
Quadra poliesportiva",R$ 1.900 /mês,R$ 798
2518591697,"Rua Cardoso de Almeida, 170 - Perdizes, São Paulo - SP",98,2,2,1,"Aceita animais
Portaria 24h",R$ 2.600 /mês,R$ 1.000
2517964674,"Rua Carlos Weber, 601 - Vila Leopoldina, São Paulo - SP",88,4,3,2,"Mobiliado
Piscina
Academia
Churrasqueira
Elevador",R$ 3.500 /mês,R$ 800
2518460314,"Rua Alves Guimarães, 1317 - Sumaré, São Paulo - SP",80,2,3,1,"Elevador
Condomínio fechado
Salão de festas
Bicicletário
Portaria 24h",R$ 2.000 /mês,R$ 890
2517994275,"Avenida Nova Cantareira - Tucuruvi, São Paulo - SP",68,2,1,1,Portão eletrônico,R$ 1.350 /mês,R$ 230
2504896779,"Rua João Miguel Jarra, 298 - Vila Madalena, São Paulo - SP",48,2,1,1,"Aceita animais
Bicicletário
Portão eletrônico",R$ 1.900 /mês,R$ 411
2504820412,"Rua Pensilvânia, 1342 - Cidade Monções, São Paulo - SP",130,3,5,3,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 8.800 /mês,R$ 1.600
2513153178,"Rua Martinico Prado, 128 - Higienópolis, São Paulo - SP",45,1,1,--,"Elevador
Portaria 24h
Cozinha americana",R$ 2.200 /mês,R$ 400
2511421477,"Avenida Antártica, 568 - Água Branca, São Paulo - SP",65,3,2,--,"Elevador
Aceita animais
Salão de festas
Portaria 24h
Acesso para deficientes",R$ 1.700 /mês,R$ 619
2489045190,"Alameda Jauaperi, 943 - Indianópolis, São Paulo - SP",60,2,2,1,"Elevador
Condomínio fechado
Playground
Salão de festas
Bicicletário",R$ 2.190 /mês,R$ 510
2514793656,"Rua São Vicente de Paulo, 124 - Santa Cecília, São Paulo - SP",42,1,1,1,"Piscina
Academia
Ar-condicionado
Elevador
Portaria 24h",R$ 1.400 /mês,R$ 906
2516938342,"Rua Visconde de Inhaúma - Saúde, São Paulo - SP",61,2,2,1,"Mobiliado
Piscina
Academia
Churrasqueira
Elevador",R$ 2.000 /mês,R$ 860
2517911577,"Rua Cardoso de Almeida - Perdizes, São Paulo - SP",48,1,1,--,"Mobiliado
Ar-condicionado
Elevador
Aceita animais
Cozinha americana",R$ 3.200 /mês,R$ 477
2489112175,"Rua André Casado, 215 - Sumaré, São Paulo - SP",50,1,1,1,"Piscina
Academia
Elevador
Condomínio fechado
Aceita animais",R$ 1.800 /mês,R$ 670
2508304638,"Rua Marquês de Itu, 181 - Vila Buarque, São Paulo - SP",50,2,1,1,"Piscina
Elevador
Aceita animais
Salão de festas
Portaria 24h",R$ 2.000 /mês,R$ 1.050
2509452183,"Rua Jaceguai, 87 - Liberdade, São Paulo - SP",56,1,1,--,"Elevador
Aceita animais
Jardim
Bicicletário
Portão eletrônico",R$ 1.400 /mês,R$ 625
2519457293,"Rua José Gonçalves Galeão, 287 - Jardim Avelino, São Paulo - SP",130,3,4,2,"Piscina
Varanda gourmet
Academia
Churrasqueira
Ar-condicionado",R$ 3.750 /mês,R$ 978
2495831082,"Rua Monte Aprazível, 109 - Vila Nova Conceição, São Paulo - SP",32,1,1,1,"Mobiliado
Academia
Ar-condicionado
Elevador
Condomínio fechado",R$ 2.800 /mês,R$ 883
2490720377,"Rua Filipe de Alcaçova, 66 - Vila Madalena, São Paulo - SP",20,1,1,--,"Mobiliado
Churrasqueira
Ar-condicionado
Elevador
Condomínio fechado",R$ 1.500 /mês,R$ 900
2514050602,"Alameda Joaquim Eugênio de Lima, 711 - Jardim Paulista, São Paulo - SP",80,2,3,2,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 6.000 /mês,R$ 1.000
2512202374,"Alameda Glete, 1047 - Campos Eliseos, São Paulo - SP",109,2,2,--,Aceita animais,R$ 2.100 /mês,R$ 490
2518189494,"Rua Haddock Lobo, 547 - Cerqueira César, São Paulo - SP",140,2,3,--,"Academia
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",R$ 6.000 /mês,R$ 950
2516938342,"Rua Visconde de Inhaúma - Saúde, São Paulo - SP",61,2,2,1,"Mobiliado
Piscina
Academia
Churrasqueira
Elevador",R$ 2.000 /mês,R$ 860
2516332012,"Rua Manuel da Nóbrega, 604 - Paraíso, São Paulo - SP",75,3,2,1,"Elevador
Aceita animais
Jardim
Playground
Salão de festas",R$ 2.490 /mês,R$ 927
2489112175,"Rua André Casado, 215 - Sumaré, São Paulo - SP",50,1,1,1,"Piscina
Academia
Elevador
Condomínio fechado
Aceita animais",R$ 1.800 /mês,R$ 670
2504896779,"Rua João Miguel Jarra, 298 - Vila Madalena, São Paulo - SP",48,2,1,1,"Aceita animais
Bicicletário
Portão eletrônico",R$ 1.900 /mês,R$ 411
2509452183,"Rua Jaceguai, 87 - Liberdade, São Paulo - SP",56,1,1,--,"Elevador
Aceita animais
Jardim
Bicicletário
Portão eletrônico",R$ 1.400 /mês,R$ 625
2519457293,"Rua José Gonçalves Galeão, 287 - Jardim Avelino, São Paulo - SP",130,3,4,2,"Piscina
Varanda gourmet
Academia
Churrasqueira
Ar-condicionado",R$ 3.750 /mês,R$ 978
2495831082,"Rua Monte Aprazível, 109 - Vila Nova Conceição, São Paulo - SP",32,1,1,1,"Mobiliado
Academia
Ar-condicionado
Elevador
Condomínio fechado",R$ 2.800 /mês,R$ 883
2490720377,"Rua Filipe de Alcaçova, 66 - Vila Madalena, São Paulo - SP",20,1,1,--,"Mobiliado
Churrasqueira
Ar-condicionado
Elevador
Condomínio fechado",R$ 1.500 /mês,R$ 900
2517964674,"Rua Carlos Weber, 601 - Vila Leopoldina, São Paulo - SP",88,4,3,2,"Mobiliado
Piscina
Academia
Churrasqueira
Elevador",R$ 3.500 /mês,R$ 800
2513153178,"Rua Martinico Prado, 128 - Higienópolis, São Paulo - SP",45,1,1,--,"Elevador
Portaria 24h
Cozinha americana",R$ 2.200 /mês,R$ 400
2504634448,"Avenida Roque Petroni Júnior, 1000 - Brooklin, São Paulo - SP",27,1,1,--,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 1.414 /mês,R$ 1.200
2515032980,"Rua Muniz de Sousa, 550 - Aclimação, São Paulo - SP",111,3,2,2,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",R$ 7.500 /mês,R$ 708
2514678108,"Rua Faustolo, 1101 - Lapa, São Paulo - SP",67,2,2,2,"Mobiliado
Piscina
Academia
Churrasqueira
Elevador",R$ 3.300 /mês,R$ 515
2513915401,"Alameda Franca, 279 - Jardim Paulista, São Paulo - SP",230,3,3,1,"Elevador
Aceita animais
Jardim
Portaria 24h
Closet",R$ 5.500 /mês,R$ 2.900
2517302781,"Avenida Jamaris - Moema, São Paulo - SP",110,3,4,1,"Academia
Elevador
Condomínio fechado
Aceita animais
Playground",R$ 7.000 /mês,R$ 800
2491761679,"Rua Afonso Pena, 560 - Bom Retiro, São Paulo - SP",42,2,1,1,"Churrasqueira
Elevador
Aceita animais
Playground
Salão de festas",R$ 1.800 /mês,R$ 365
2519613640,"Rua Visconde de Inhaúma, 552 - Saúde, São Paulo - SP",64,2,2,2,"Piscina
Academia
Churrasqueira
Elevador
Aceita animais",R$ 2.500 /mês,R$ 864
2513806574,"Rua Barão do Bananal, 450 - Pompeia, São Paulo - SP",56,2,2,1,"Piscina
Academia
Elevador
Aceita animais
Playground",R$ 2.150 /mês,R$ 750
2518653581,"Rua Brito Peixoto - Vila Primavera, São Paulo - SP",50,2,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Aceita animais",R$ 2.200 /mês,R$ 500
2519475441,"Rua Domingos de Morais, 770 - Vila Mariana, São Paulo - SP",70,2,2,--,"Elevador
Portaria 24h",R$ 2.500 /mês,R$ 650
2518366098,"Rua dos Caetés, 100 - Perdizes, São Paulo - SP",266,4,6,5,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",R$ 35.000 /mês,R$ 2.000
2518579308,"Rua Pedroso Alvarenga, 466 - Itaim Bibi, São Paulo - SP",112,3,2,1,"Piscina
Condomínio fechado
Aceita animais
Salão de festas
Portaria 24h",R$ 3.200 /mês,R$ 1.800
2517925392,"Rua Desembargador Euclides da Silveira - Casa Verde, São Paulo - SP",49,1,1,1,"Mobiliado
Piscina
Varanda gourmet
Academia
Ar-condicionado",R$ 2.200 /mês,R$ 456
2515108778,"Rua Casa do Ator - Vila Olímpia, São Paulo - SP",55,2,1,1,"Elevador
Aceita animais
Salão de festas
Bicicletário
Portaria 24h",R$ 2.500 /mês,R$ 748
2514353987,"Praça General Gentil Falcão, 117 - Brooklin, São Paulo - SP",70,2,2,1,"Mobiliado
Elevador
Condomínio fechado
Aceita animais
Jardim",R$ 3.239 /mês,R$ 671
2508304638,"Rua Marquês de Itu, 181 - Vila Buarque, São Paulo - SP",50,2,1,1,"Piscina
Elevador
Aceita animais
Salão de festas
Portaria 24h",R$ 2.000 /mês,R$ 1.050
2515267908,"Rua Sarandi, 61 - Cerqueira César, São Paulo - SP",139,3,4,2,"Elevador
Condomínio fechado
Aceita animais
Jardim
Salão de festas",R$ 7.000 /mês,R$ 2.228
2514016519,"Rua Otávio Nébias, 20 - Paraíso, São Paulo - SP",77,2,3,1,"Aceita animais
Salão de festas
Bicicletário
Portaria 24h",R$ 2.100 /mês,R$ 1.104
2516531723,"Avenida Moaci, 534 - Planalto Paulista, São Paulo - SP",71,2,2,1,"Piscina
Academia
Churrasqueira
Elevador
Aceita animais",R$ 4.000 /mês,R$ 770
2517992613,"Rua Herculano de Freitas, 131 - Bela Vista, São Paulo - SP",38,1,1,1,"Mobiliado
Elevador
Portaria 24h
Cozinha americana",R$ 1.700 /mês,R$ 680
2493177284,"Rua Coronel Oscar Porto, 680 - Paraíso, São Paulo - SP",72,2,2,1,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",R$ 5.600 /mês,R$ 980
2511738296,"Rua Constantino de Sousa, 914 - Campo Belo, São Paulo - SP",47,1,1,1,"Piscina
Academia
Ar-condicionado
Elevador
Condomínio fechado",R$ 2.300 /mês,R$ 837
2518714218,"Rua Bagé, 230 - Vila Mariana, São Paulo - SP",110,3,2,1,"Piscina
Academia
Elevador
Condomínio fechado
Aceita animais",R$ 4.400 /mês,R$ 1.100
2519542692,"Rua Cristiano Viana, 950 - Cerqueira César, São Paulo - SP",26,1,1,--,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 3.000 /mês,R$ 240
2427467162,"Rua Augusta - Consolação, São Paulo - SP",25,1,1,--,"Academia
Ar-condicionado
Espaço gourmet
Móvel planejado
Área de lazer",R$ 1.950 /mês,R$ 380
2427770562,"Avenida Parada Pinto - Vila Nova Cachoeirinha, São Paulo - SP",180,3,4,3,"Mobiliado
Piscina
Varanda
Academia
Churrasqueira",R$ 2.300 /mês,R$ 1.700
2242475540,"Rua dos Coroados, 162 - Vila Anastácio, São Paulo - SP",157,4,5,3,"Piscina
Varanda gourmet
Academia
Churrasqueira
Elevador",R$ 7.800 /mês,R$ 1.300
2427777332,"Vila Mascote, São Paulo - SP",120,2,4,3,"Mobiliado
Piscina
Varanda
Churrasqueira
Elevador",R$ 3.500 /mês,R$ 2.200
2506309097,"Rua Afonso Celso, 150 - Vila Mariana, São Paulo - SP",48,1,1,--,"Mobiliado
Piscina
Varanda
Churrasqueira
Elevador",R$ 1.350 /mês,R$ 530
2517658810,"Rua Marina Crespi, 232 - Móoca, São Paulo - SP",70,2,2,1,"Piscina
Academia
Elevador
Condomínio fechado
Espaço gourmet",R$ 2.750 /mês,R$ 550
2513751481,"Rua Eulo Maroni, 170 - Vila Lageado, São Paulo - SP",51,2,1,1,"Academia
Churrasqueira
Ar-condicionado
Elevador
Condomínio fechado",R$ 1.300 /mês,R$ 500
2516230479,"Rua Josefina Arnoni, 154 - Tremembé, São Paulo - SP",54,2,1,--,"Churrasqueira
Elevador
Condomínio fechado
Aceita animais
Jardim",R$ 900 /mês,R$ 550
2516104531,"Rua Helena, 52 - Vila Olímpia, São Paulo - SP",60,2,2,1,"Mobiliado
Churrasqueira
Ar-condicionado
Elevador
Condomínio fechado",R$ 10.000 /mês,R$ 769
2517526775,"Rua Maria Figueiredo, 111 - Paraíso, São Paulo - SP",145,4,4,1,"Mobiliado
Ar-condicionado
Condomínio fechado
Aceita animais
Salão de festas",R$ 5.500 /mês,R$ 1.300
2519455739,"Avenida Arruda Botelho, 570 - Alto de Pinheiros, São Paulo - SP",120,3,2,3,"Academia
Elevador
Portaria 24h
Lavanderia",R$ 4.000 /mês,R$ 1.502
2518654378,"Rua Cincinato Braga, 535 - Bela Vista, São Paulo - SP",210,3,3,2,"Elevador
Portaria 24h",R$ 8.500 /mês,R$ 1.950
2519516450,"Rua Constantino de Sousa, 1144 - Campo Belo, São Paulo - SP",50,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 3.300 /mês,R$ 600
2514721426,"Rua Guarará, 463 - Jardins, São Paulo - SP",48,1,1,1,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 4.000 /mês,R$ 600
2519824619,"Rua Gabriele D'Annunzio, 48 - Campo Belo, São Paulo - SP",38,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 2.800 /mês,R$ 400
2515267908,"Rua Sarandi, 61 - Cerqueira César, São Paulo - SP",139,3,4,2,"Elevador
Condomínio fechado
Aceita animais
Jardim
Salão de festas",R$ 7.000 /mês,R$ 2.228
2511843132,"Rua Professor João de Oliveira Torres, 364 - Jardim Anália Franco, São Paulo - SP",156,3,5,2,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 3.800 /mês,R$ 1.926
2519158088,"Avenida Lins de Vasconcelos, 2805 - Vila Mariana, São Paulo - SP",87,2,2,1,"Churrasqueira
Elevador
Aceita animais
Salão de festas
Bicicletário",R$ 3.500 /mês,R$ 1.926
2518189494,"Rua Haddock Lobo, 547 - Cerqueira César, São Paulo - SP",140,2,3,--,"Academia
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",R$ 6.000 /mês,R$ 950
2518566682,"Rua Peixoto Gomide, 601 - Jardim Paulista, São Paulo - SP",126,3,2,1,"Condomínio fechado
Aceita animais
Portaria 24h
Portão eletrônico",R$ 3.000 /mês,R$ 1.640
2514507001,"Alameda Campinas, 701 - Jardins, São Paulo - SP",93,2,3,2,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 8.000 /mês,R$ 1.300
2518429780,"Rua Melo Alves, 268 - Jardins, São Paulo - SP",46,1,1,1,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 3.900 /mês,R$ 780
2518366098,"Rua dos Caetés, 100 - Perdizes, São Paulo - SP",266,4,6,5,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",R$ 35.000 /mês,R$ 2.000
2512010408,"Rua Brigadeiro Galvão, 127 - Barra Funda, São Paulo - SP",46,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Condomínio fechado",R$ 2.100 /mês,R$ 740
2514428582,"Rua Doutor Oscar Monteiro de Barros, 457 - Vila Suzana, São Paulo - SP",186,4,4,3,"Piscina
Varanda gourmet
Academia
Churrasqueira
Ar-condicionado",R$ 7.500 /mês,R$ 1.730
2515430122,"Rua Frei Caneca, 235 - Consolação, São Paulo - SP",135,3,2,1,"Elevador
Condomínio fechado
Aceita animais
Cozinha americana
Portão eletrônico",R$ 4.300 /mês,R$ 670
2518107190,"Avenida da Aclimação, 415 - Aclimação, São Paulo - SP",65,2,2,1,"Mobiliado
Piscina
Elevador
Aceita animais
Playground",R$ 3.100 /mês,R$ 1.050
2516320625,"Avenida Martin Luther King, 2550 - Cidade São Francisco, São Paulo - SP",65,2,2,1,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 1.600 /mês,R$ 1.055
2508534829,"Alameda dos Guaramomis, 362 - Planalto Paulista, São Paulo - SP",175,4,6,--,"Piscina
Academia
Churrasqueira
Elevador
Aceita animais",R$ 2.900 /mês,R$ 3.200
2516669577,"Rua Doutor Albuquerque Lins, 915 - Higienópolis, São Paulo - SP",168,3,3,2,"Mobiliado
Piscina
Elevador
Condomínio fechado
Aceita animais",R$ 7.250 /mês,R$ 1.400
2516600589,"Avenida Padre Antônio José dos Santos, 313 - Cidade Monções, São Paulo - SP",71,2,1,1,"Piscina
Academia
Elevador
Playground
Salão de festas",R$ 3.200 /mês,R$ 750
2518714218,"Rua Bagé, 230 - Vila Mariana, São Paulo - SP",110,3,2,1,"Piscina
Academia
Elevador
Condomínio fechado
Aceita animais",R$ 4.400 /mês,R$ 1.100
2512769454,"Rua Álvaro de Carvalho, 134 - Centro, São Paulo - SP",70,2,2,1,"Piscina
Varanda gourmet
Academia
Churrasqueira
Elevador",R$ 2.700 /mês,R$ 880
2503947183,"Rua Camillo Nader, 175 - Morumbi, São Paulo - SP",125,3,3,2,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",R$ 2.500 /mês,R$ 1.900
2509350877,"Rua Pedroso de Camargo, 256 - Chácara Santo Antônio, São Paulo - SP",80,2,1,--,Aceita animais,R$ 1.700 /mês,R$ 200
2518432076,"Rua Melo Alves, 268 - Jardins, São Paulo - SP",60,1,1,--,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 5.400 /mês,R$ 960
2514136175,"Avenida Jabaquara, 2689 - Mirandópolis, São Paulo - SP",50,2,1,--,"Aceita animais
Portaria 24h",R$ 1.300 /mês,R$ 415
2504683746,"Praça Júlio Mesquita, 97 - República, São Paulo - SP",46,1,1,1,"Piscina
Varanda
Academia
Churrasqueira
Ar-condicionado",R$ 2.700 /mês,R$ 390
2514906409,"Rua João Simões de Souza, 740 - Parque Rebouças, São Paulo - SP",50,2,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Elevador",R$ 2.600 /mês,R$ 390
2503146353,"Rua Coronel Camisão, 409 - Butantã, São Paulo - SP",72,2,2,1,"Mobiliado
Piscina
Elevador
Playground
Portaria 24h",R$ 1.500 /mês,R$ 1.048
2482639426,"Rua Diogo Jácome, 518 - Vila Nova Conceição, São Paulo - SP",134,2,4,2,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 16.000 /mês,R$ 2.400
2516684884,"Rua Vapabussu, 66 - Campo Belo, São Paulo - SP",47,1,2,1,"Piscina
Academia
Churrasqueira
Ar-condicionado
Elevador",R$ 2.800 /mês,R$ 512
2511051979,"Rua Alonso Calhamares, 244 - Jardim Anália Franco, São Paulo - SP",100,3,3,2,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",R$ 6.900 /mês,R$ 1.040
2500595616,"Praça General Gentil Falcão, 175 - Brooklin, São Paulo - SP",70,2,2,1,"Elevador
Condomínio fechado
Aceita animais
Jardim
Playground",R$ 2.560 /mês,R$ 720
2503898776,"Rua Henri Dunant, 443 - Santo Amaro, São Paulo - SP",33,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 3.100 /mês,R$ 550
2480578584,"Rua Pereira do Lago, 309 - Vila Gomes, São Paulo - SP",20,1,1,--,"Mobiliado
Condomínio fechado",R$ 890 /mês,R$ 550
2517744815,"Avenida Paulista, 1745 - Bela Vista, São Paulo - SP",38,1,1,--,"Elevador
Aceita animais
Jardim
Bicicletário
Portaria 24h",R$ 1.850 /mês,R$ 395
2484938600,"Rua Luís Ferreira de Barros, 109 - Butantã, São Paulo - SP",22,12,12,4,"Elevador
Aceita animais
Jardim
Bicicletário
Portaria 24h",R$ 1.500 /mês,R$ 30
2508612501,"Rua Pamplona, 935 - Jardim Paulista, São Paulo - SP",58,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 3.380 /mês,R$ 1.600
2427783978,"Rua Doutor Luís Barreto Filho - Vila Pereira Barreto, São Paulo - SP",52,2,2,1,"Mobiliado
Piscina
Varanda
Academia
Churrasqueira",R$ 1.900 /mês,R$ 1.600
2427777332,"Vila Mascote, São Paulo - SP",120,2,4,3,"Mobiliado
Piscina
Varanda
Churrasqueira
Elevador",R$ 3.500 /mês,R$ 2.200
2427785149,"Rua das Perobeiras - Chácara Santa Maria, São Paulo - SP",45,2,1,1,"Varanda
Armário na cozinha
Cozinha americana
Cozinha grande
Sala grande",R$ 900 /mês,R$ 2.200
2487944084,"Aclimação, São Paulo - SP",80,3,2,2,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 3.100 /mês,R$ 737
2506174601,"Rua Costa Aguiar, 2280 - Ipiranga, São Paulo - SP",22,1,1,--,"Mobiliado
Lavanderia",R$ 1.200 /mês,R$ 737
2514918170,"Rua dos Americanos, 838 - Barra Funda, São Paulo - SP",56,2,2,1,"Piscina
Academia
Churrasqueira
Elevador
Aceita animais",R$ 2.400 /mês,R$ 512
2516104531,"Rua Helena, 52 - Vila Olímpia, São Paulo - SP",60,2,2,1,"Mobiliado
Churrasqueira
Ar-condicionado
Elevador
Condomínio fechado",R$ 10.000 /mês,R$ 769
2492694410,"Rua Doutor Lund, 22 - Liberdade, São Paulo - SP",46,1,1,--,Portaria 24h,R$ 1.500 /mês,R$ 333
2517658810,"Rua Marina Crespi, 232 - Móoca, São Paulo - SP",70,2,2,1,"Piscina
Academia
Elevador
Condomínio fechado
Espaço gourmet",R$ 2.750 /mês,R$ 550
2427779786,"Rua Joinville - Vila Mariana, São Paulo - SP",104,3,2,1,"Playground
Área de lazer
Armário embutido
Armário na cozinha
Cozinha grande",R$ 2.500 /mês,R$ 1.200
2517201692,"Rua Cônego Vicente Miguel Marino, 29 - Barra Funda, São Paulo - SP",33,2,1,--,"Academia
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",R$ 1.900 /mês,R$ 250
2517728120,"Rua Topázio, 618 - Vila Mariana, São Paulo - SP",90,2,1,--,"Academia
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",R$ 1.800 /mês,R$ 400
2504218880,"Rua Iperoig, 501 - Perdizes, São Paulo - SP",126,3,3,--,"Mobiliado
Ar-condicionado
Elevador
Condomínio fechado
Aceita animais",R$ 3.000 /mês,R$ 1.300
2485245821,"Vila Madalena, São Paulo - SP",25,1,1,--,"Mobiliado
Varanda
Churrasqueira
Ar-condicionado
Elevador",R$ 2.050 /mês,R$ 900
2517135383,"Avenida Miguel Estefno, 215 - Saúde, São Paulo - SP",60,2,2,2,"Mobiliado
Piscina
Academia
Churrasqueira
Condomínio fechado",R$ 2.900 /mês,R$ 800
2506309097,"Rua Afonso Celso, 150 - Vila Mariana, São Paulo - SP",48,1,1,--,"Mobiliado
Piscina
Academia
Churrasqueira
Condomínio fechado",R$ 1.350 /mês,R$ 530
2427774551,"Rua Augusta - Consolação, São Paulo - SP",35,1,1,1,"Piscina
Varanda
Academia
Churrasqueira
Ar-condicionado",R$ 3.000 /mês,R$ 600
2427467162,"Rua Augusta - Consolação, São Paulo - SP",25,1,1,--,"Academia
Ar-condicionado
Espaço gourmet
Móvel planejado
Área de lazer",R$ 1.950 /mês,R$ 380
2511463173,"Rua João Pais, 168 - Brooklin, São Paulo - SP",35,1,1,1,"Piscina
Academia
Churrasqueira
Elevador
Aceita animais",R$ 1.570 /mês,R$ 530
2504746076,"Jabaquara, São Paulo - SP",20,1,1,--,"Mobiliado
Condomínio fechado
Aceita animais",R$ 1.200 /mês,R$ 170
2490046201,"Rua Boa Estrela, 94 - Vila Carrão, São Paulo - SP",16,1,1,--,"Mobiliado
Condomínio fechado
Aceita animais",R$ 550 /mês,R$ 90
2517103908,"Rua Juquis, 391 - Moema, São Paulo - SP",50,1,1,1,"Piscina
Academia
Elevador
Condomínio fechado
Espaço gourmet",R$ 2.300 /mês,R$ 680
2516668428,"Rua Ática, 420 - Campo Belo, São Paulo - SP",38,1,1,1,"Elevador
Condomínio fechado
Aceita animais
Salão de festas
Bicicletário",R$ 1.100 /mês,R$ 830
2512992582,"Rua Paim, 296 - Bela Vista, São Paulo - SP",50,2,2,1,"Mobiliado
Piscina
Academia
Churrasqueira
Elevador",R$ 3.400 /mês,R$ 520
2509452183,"Rua Jaceguai, 87 - Liberdade, São Paulo - SP",56,1,1,--,"Elevador
Aceita animais
Jardim
Bicicletário
Portão eletrônico",R$ 1.400 /mês,R$ 625
